pl_name,star_num,plan_num,pl_rad_e,pl_rad_j,pl_mass_e,pl_mass_j,ra,dec,dist,mag
WASP-14 b,3,1,15.468,1.38,2809.6172,8.84,218.2766247,21.8946875,161.997,9.64647
HAT-P-2 b,1,1,12.3,1.1,2828.6,8.9,245.1514324,41.0479601,127.774,8.59842
HIP 65426 b,1,1,16.814,1.5,2860.47,9,201.1501727,-51.5045384,108.875,6.98273
HAT-P-2 b,1,1,11.007,0.982,2873.1832,9.04,245.1514324,41.0479601,127.774,8.59842
HAT-P-2 b,1,1,12.969,1.157,2888.95,9.09,245.1514324,41.0479601,127.774,8.59842
Kepler-30 c,1,3,14.3,1.276,2892.253,9.1,285.2836483,38.9472625,914.221,15.3761
Kepler-27 b,1,2,4,0.357,2895.31,9.11,292.2367608,41.085871,1044.36,15.8164
KOI-13 b,3,1,16.948,1.512,2949.4624,9.28,286.9713876,46.8682463,519.096,10.3678
HATS-41 b,1,1,14.908,1.33,3082.951,9.7,103.5173558,-27.0504156,737.668,12.5892
SWEEPS-11 b,1,1,12.666,1.13,3082.82,9.7,269.7583333,-29.1981944,,
Kepler-75 b,1,1,11.55,1.03,3146.4,9.9,291.1376203,36.5773443,835.356,15.1789
HR 8799 c,1,4,13,1.2,3000,10,346.8701486,21.1340376,41.2441,5.90914
HR 8799 d,1,4,13,1.2,3000,10,346.8701486,21.1340376,41.2441,5.90914
HR 8799 e,1,4,13.115,1.17,3178.3,10,346.8701486,21.1340376,41.2441,5.90914
KOI-12 b,1,2,16.029,1.43,3178.3,10,297.4537402,41.0110188,399.398,11.2535
Kepler-75 b,1,1,11.77,1.05,3209.9,10.1,291.1376203,36.5773443,835.356,15.1789
Kepler-75 b,1,1,11.769,1.05,3210.083,10.1,291.1376203,36.5773443,835.356,15.1789
WASP-18 b,2,2,14.202,1.267,3213.2613,10.11,24.3544618,-45.6777937,123.483,9.16617
WASP-18 b,2,2,12.397,1.106,3241.866,10.2,24.3544618,-45.6777937,123.483,9.16617
WASP-18 b,2,2,14.6,1.3,3241.7,10.2,24.3544618,-45.6777937,123.483,9.16617
WASP-18 b,2,2,12.98,1.158,3270.4707,10.29,24.3544618,-45.6777937,123.483,9.16617
CoRoT-27 b,1,1,11.287,1.007,3273.649,10.3,278.4958319,5.5383811,1010.28,15.3902
WASP-18 b,2,2,13.036,1.163,3299.0754,10.38,24.3544618,-45.6777937,123.483,9.16617
CoRoT-27 b,1,1,11.287,1.007,3302.11,10.39,278.4958319,5.5383811,1010.28,15.3902
WASP-18 b,2,2,13.35,1.191,3305.432,10.4,24.3544618,-45.6777937,123.483,9.16617
Kepler-52 c,1,3,1.84,0.164,3308.41,10.41,286.7380152,49.9757383,321.542,15.0589
WASP-18 b,2,2,13.058,1.165,3314.9669,10.43,24.3544618,-45.6777937,123.483,9.16617
WASP-18 b,2,2,13.059,1.165,3314.83,10.43,24.3544618,-45.6777937,123.483,9.16617
DH Tau b,1,1,30.264,2.7,3496.13,11,67.4231674,26.5493897,134.846,12.4961
GU Psc b,1,1,14.179,1.265,3591.3,11.3,18.146485,17.0650029,47.5501,12.9656
HAT-P-2 b,1,1,13.451,1.2,3632.7969,11.43,245.1514324,41.0479601,127.774,8.59842
WASP-18 b,2,2,13.451,1.2,3635.9752,11.44,24.3544618,-45.6777937,123.483,9.16617
Kepler-48 c,1,4,3.14,0.28,3689.85,11.61,299.1393094,40.948939,306.738,13.0772
XO-3 b,1,1,13.641,1.217,3718.611,11.7,65.4695814,57.8172095,213.053,9.73889
XO-3 b,1,1,13.641,1.217,3747.06,11.79,65.4695814,57.8172095,213.053,9.73889
XO-3 b,1,1,13.989,1.248,3759.9289,11.83,65.4695814,57.8172095,213.053,9.73889
Kepler-25 b,2,3,2.6,0.232,4036.3,12.7,286.6383905,39.4879038,243.249,10.6319
HATS-70 b,1,1,15.513,1.384,4100.007,12.9,109.1045212,-31.2443947,1458.83,12.586
EPIC 248847494 b,1,1,12.442,1.11,4131.79,13,159.3890808,11.8427484,551.886,12.1722
Kepler-27 c,1,2,4.9,0.437,4385.87,13.8,292.2367608,41.085871,1044.36,15.8164
WD 1856+534 b,3,1,10.4,0.928,4386.054,13.8,284.415675,53.5090244,24.7359,16.958
2MASS J02192210-3925225 b,1,1,16.141,1.44,4417.837,13.9,34.8427046,-39.4230767,,15.0123
GSC 06214-00210 b,1,1,20.176,1.8,4767.45,15,245.4776921,-20.7193398,108.5,11.8633
Kepler-53 c,1,3,3.17,0.283,5002.43,15.74,290.4617926,40.5624966,1366.07,15.3877
CT Cha b,1,1,24.66,2.2,5403,17,166.0375038,-76.4553693,190.72,11.7733
KELT-20 b,1,1,20.512,1.83,5403.11,17,294.6614126,31.2192001,136.426,7.57492
Kepler-30 d,1,3,10.6,0.946,5403.11,17,285.2836483,38.9472625,914.221,15.3761
Kepler-39 b,1,1,12.24,1.092,5689.157,17.9,296.9603348,46.0342954,1057.41,14.2622
Kepler-39 b,1,1,13.68,1.22,5720.7,18,296.9603348,46.0342954,1057.41,14.2622
Kepler-53 b,1,3,2.89,0.258,5851,18.41,290.4617926,40.5624966,1366.07,15.3877
Kepler-57 b,1,2,2.19,0.195,5994.02,18.86,293.6413146,44.6570692,644.14,14.7738
GQ Lup b,1,1,33.6,3,6356,20,237.3003643,-35.6515055,151.169,11.2608
bet Pic b,1,2,16.8,1.5,6356,20,86.8212337,-51.066148,19.7442,3.82015
Kepler-39 b,1,1,13.9,1.24,6388.1,20.1,296.9603348,46.0342954,1057.41,14.2622
Kepler-39 b,1,1,13.899,1.24,6388.383,20.1,296.9603348,46.0342954,1057.41,14.2622
2MASS J21402931+1625183 A b,1,1,10.31,0.92,6657.48,20.95,325.1218214,16.4213408,,17.3961
CoRoT-3 b,1,1,11.135,0.993,6747.5309,21.23,292.0552827,0.1218359,768.771,13.2188
CoRoT-3 b,1,1,11.321,1.01,6814.2752,21.44,292.0552827,0.1218359,768.771,13.2188
CoRoT-3 b,1,1,11.32,1.01,6883.91,21.66,292.0552827,0.1218359,768.771,13.2188
CoRoT-3 b,1,1,11.624,1.037,6979.5468,21.96,292.0552827,0.1218359,768.771,13.2188
HN Peg b,1,1,11.777,1.051,6991.57,21.9987,326.1315705,14.7714524,18.1186,5.82363
WISEP J121756.91+162640.2 A b,1,1,10.468,0.934,6992,22,184.487125,16.4445,,
KELT-1 b,1,1,12.442,1.11,8654.15,27.23,0.3620995,39.3837953,268.43,10.5905
Kepler-47 c,2,3,4.62,0.411,8899,28,295.2978883,46.9204303,1025.02,15.1626
HR 2562 b,1,1,12.442,1.11,9534.9,30,102.5042716,-60.2486775,34.0071,5.99741
GQ Lup b,1,1,51.561,4.6,9852.73,31,237.3003643,-35.6515055,151.169,11.2608
PH2 b,1,1,10.088,0.9,25426.4,80,289.7636212,51.962683,343.863,12.5811
