pl_name,star_num,plan_num,pl_rad_e,pl_rad_j,pl_mass_e,pl_mass_j,ra,dec,dist,mag
WASP-24 b,3,1,14.605,1.303,352.47347,1.109,227.2154975,2.343286,322.114,11.3945
CoRoT-19 b,1,1,14.46,1.29,352.78,1.11,97.0335983,-0.1707293,790.663,13.7831
K2-34 b,1,1,11.994,1.07,352.7913,1.11,127.5787231,22.2359194,348.646,11.4357
Kepler-55 c,1,5,2.21,0.197,352.78,1.11,285.1683291,44.0264898,578.796,15.7813
WASP-78 b,1,1,21.633,1.93,352.7913,1.11,63.7562662,-22.1163901,754.258,12.1879
WASP-19 b,1,1,15.637,1.395,354.06262,1.114,148.4167672,-45.6591078,268.325,12.1088
WTS-2 b,1,1,15.278,1.363,355.9696,1.12,293.7327826,36.8154936,,15.5965
HD 189733 b,2,1,12.756,1.138,356.92309,1.123,300.1821223,22.7097759,19.7638,7.41432
CoRoT-1 b,1,1,16.589,1.48,359.1479,1.13,102.0798591,-3.1021394,787.909,13.457
HD 189733 b,2,1,12.666,1.13,359.1479,1.13,300.1821223,22.7097759,19.7638,7.41432
OGLE-TR-10 b,1,1,14.011,1.25,359.1479,1.13,267.8677483,-29.8764758,1344.97,15.6845
WASP-95 b,1,1,13.56,1.21,359.13,1.13,337.4578243,-48.0030988,137.544,9.93697
HD 189733 b,2,1,12.778,1.14,362.3262,1.14,300.1821223,22.7097759,19.7638,7.41432
OGLE-TR-132 b,1,1,13.227,1.18,362.3262,1.14,162.6440933,-61.9572476,2012.62,16.4883
WASP-19 b,1,1,15.805,1.41,362.3262,1.14,148.4167672,-45.6591078,268.325,12.1088
WASP-47 b,1,4,12.89,1.15,362.311,1.14,331.203092,-12.019067,264.78,11.7889
WASP-47 b,1,4,12.63,1.127,363.1,1.14243,331.203092,-12.019067,264.78,11.7889
HD 189733 b,2,1,12.756,1.138,363.582,1.144,300.1821223,22.7097759,19.7638,7.41432
HD 189733 b,2,1,12.902,1.151,365.5045,1.15,300.1821223,22.7097759,19.7638,7.41432
HD 189733 b,2,1,14.12,1.26,365.49,1.15,300.1821223,22.7097759,19.7638,7.41432
XO-5 b,1,1,12.89,1.15,365.5045,1.15,116.7163868,39.0944695,276.211,11.9498
CoRoT-19 b,1,1,14.46,1.29,367.09365,1.155,97.0335983,-0.1707293,790.663,13.7831
WASP-19 b,1,1,14.684,1.31,367.72931,1.157,148.4167672,-45.6591078,268.325,12.1088
WASP-133 b,1,1,13.563,1.21,368.6828,1.16,314.5754375,-35.7966224,559.084,12.7146
HD 189733 b,2,1,13.63,1.216,369.303,1.162,300.1821223,22.7097759,19.7638,7.41432
WASP-47 b,1,4,12.71,1.134,370,1.16414,331.203092,-12.019067,264.78,11.7889
WASP-19 b,1,1,15.424,1.376,370.27195,1.165,148.4167672,-45.6591078,268.325,12.1088
HD 189733 b,2,1,12.543,1.119,370.58978,1.166,300.1821223,22.7097759,19.7638,7.41432
WASP-19 b,1,1,15.536,1.386,371.21,1.168,148.4167672,-45.6591078,268.325,12.1088
HAT-P-37 b,1,1,13.204,1.178,371.528,1.169,284.2960393,51.2691212,390.594,13.2615
HD 2685 b,1,1,16.141,1.44,371.8611,1.17,7.3289156,-76.304032,196.852,9.52025
OGLE-TR-132 b,1,1,14.011,1.25,371.8611,1.17,162.6440933,-61.9572476,2012.62,16.4883
OGLE-TR-132 b,1,1,13.776,1.229,371.8611,1.17,162.6440933,-61.9572476,2012.62,16.4883
WASP-33 b,2,1,17.934,1.6,371.8611,1.17,36.7127375,37.5504441,121.944,8.07004
WASP-4 b,1,1,14.908,1.33,371.8611,1.17,353.5629149,-42.0617794,267.206,12.3162
WASP-82 b,1,1,18.159,1.62,371.8611,1.17,72.6605916,1.8938365,275.664,9.89796
KELT-18 b,2,1,17.598,1.57,375.0394,1.18,216.5238248,59.4442735,321.376,10.1036
OGLE-TR-132 b,1,1,13.45,1.2,375.02,1.18,162.6440933,-61.9572476,2012.62,16.4883
OGLE-TR-56 b,1,1,13.967,1.246,375.0394,1.18,269.1479583,-29.5392222,,
TOI-157 b,1,1,14.415,1.286,375.0394,1.18,73.7014398,-76.6806061,355.683,12.5143
WASP-4 b,1,1,14.908,1.33,375.0394,1.18,353.5629149,-42.0617794,267.206,12.3162
WASP-121 b,1,1,20.905,1.865,375.99289,1.183,107.6002312,-39.0972705,269.898,10.3746
WASP-4 b,1,1,14.807,1.321,376.94638,1.186,353.5629149,-42.0617794,267.206,12.3162
HAT-P-37 b,1,1,13.798,1.231,378.2177,1.19,284.2960393,51.2691212,390.594,13.2615
HAT-P-41 b,2,1,22.978,2.05,378.2177,1.19,297.3226523,4.6724124,348.185,10.939
OGLE-TR-132 b,1,1,16.03,1.43,378.2,1.19,162.6440933,-61.9572476,2012.62,16.4883
Qatar-9 b,1,1,11.31,1.009,378.2177,1.19,160.748095,60.9641194,213.771,13.6871
XO-5 b,1,1,12.78,1.14,378.2,1.19,116.7163868,39.0944695,276.211,11.9498
HATS-33 b,1,1,13.787,1.23,378.85336,1.192,294.6336944,-55.3302692,248.46,11.7082
KELT-14 b,1,1,17.038,1.52,380.12468,1.196,108.301409,-42.4097623,250.121,10.8384
TrES-2 b,2,1,13.978,1.247,380.44251,1.197,286.8085258,49.3164211,215.32,11.2819
TrES-2 b,2,1,13.697,1.222,380.76034,1.198,286.8085258,49.3164211,215.32,11.2819
TrES-2 b,2,1,13.675,1.22,380.76034,1.198,286.8085258,49.3164211,215.32,11.2819
TrES-2 b,2,1,13.103,1.169,380.744,1.198,286.8085258,49.3164211,215.32,11.2819
TrES-2 b,2,1,13.675,1.22,380.76034,1.198,286.8085258,49.3164211,215.32,11.2819
TrES-2 b,2,1,14.258,1.272,381.1,1.199,286.8085258,49.3164211,215.32,11.2819
HAT-P-37 b,1,1,13.204,1.178,381.396,1.2,284.2960393,51.2691212,390.594,13.2615
KOI-351 h,1,8,11.321,1.01,381.396,1.2,284.4334642,49.3051239,848.254,13.7397
TrES-2 b,2,1,13.72,1.224,381.396,1.2,286.8085258,49.3164211,215.32,11.2819
TrES-2 b,2,1,13.305,1.187,382.03166,1.202,286.8085258,49.3164211,215.32,11.2819
WASP-95 b,1,1,13.563,1.21,382.66732,1.204,337.4578243,-48.0030988,137.544,9.93697
TrES-2 b,2,1,13.372,1.193,383.30298,1.206,286.8085258,49.3164211,215.32,11.2819
WASP-47 b,1,4,12.9,1.15,383,1.21,331.203092,-12.019067,264.78,11.7889
TrES-2 b,2,1,13.72,1.224,385.20996,1.212,286.8085258,49.3164211,215.32,11.2819
WASP-4 b,1,1,14.908,1.33,386.48128,1.216,353.5629149,-42.0617794,267.206,12.3162
TOI-163 b,1,1,16.69,1.489,387.7526,1.22,79.7682532,-71.8955269,411.719,11.2193
WASP-138 b,1,1,12.218,1.09,387.7526,1.22,41.6391598,-0.4641252,414.234,11.6873
WASP-64 b,2,1,14.247,1.271,388.07043,1.221,101.1149223,-32.8583878,369.926,12.5257
HATS-35 b,1,1,16.41,1.464,388.38826,1.222,296.688442,-63.5656488,514.555,12.4605
CoRoT-1 b,1,1,19.223,1.715,390.9309,1.23,102.0798591,-3.1021394,787.909,13.457
OGLE-TR-113 b,1,1,12.195,1.088,390.9309,1.23,163.1010355,-61.4468591,566.459,15.443
WASP-119 b,1,1,15.693,1.4,390.9309,1.23,55.9336392,-65.19378,302.448,12.1014
WASP-130 b,1,1,9.976,0.89,390.9309,1.23,203.1060194,-42.4752733,172.256,10.9717
K2-237 b,1,1,18.405,1.642,392.83788,1.236,253.7688479,-28.7105836,314.995,11.4668
TOI-677 b,1,1,13.115,1.17,392.83788,1.236,144.1193594,-50.4630933,141.812,9.66082
WASP-4 b,1,1,15.838,1.413,393.139,1.237,353.5629149,-42.0617794,267.206,12.3162
WASP-4 b,1,1,15.211,1.357,393.15571,1.237,353.5629149,-42.0617794,267.206,12.3162
OGLE-TR-113 b,1,1,12.453,1.111,394.1092,1.24,163.1010355,-61.4468591,566.459,15.443
OGLE-TR-56 b,1,1,14.011,1.25,394.1092,1.24,269.1479583,-29.5392222,,
WASP-16 b,1,1,13.675,1.22,394.1092,1.24,214.6830109,-20.2754374,194.134,11.1247
WASP-24 b,3,1,15.468,1.38,394.1092,1.24,227.2154975,2.343286,322.114,11.3945
WASP-82 b,1,1,18.719,1.67,394.1092,1.24,72.6605916,1.8938365,275.664,9.89796
WASP-4 b,1,1,15.289,1.364,396.96967,1.249,353.5629149,-42.0617794,267.206,12.3162
WASP-4 b,1,1,15.031,1.341,397.2875,1.25,353.5629149,-42.0617794,267.206,12.3162
WASP-7 b,1,1,11.994,1.07,397.2875,1.25,311.0427558,-39.2254856,162.303,9.37671
WASP-82 b,1,1,19.17,1.71,397.27,1.25,72.6605916,1.8938365,275.664,9.89796
TrES-2 b,2,1,14.135,1.261,398.24099,1.253,286.8085258,49.3164211,215.32,11.2819
TrES-2 b,2,1,13.776,1.229,398.24099,1.253,286.8085258,49.3164211,215.32,11.2819
OGLE-TR-113 b,1,1,12.251,1.093,400.449,1.26,163.1010355,-61.4468591,566.459,15.443
WASP-100 b,2,1,14.908,1.33,400.4658,1.26,68.9598159,-64.027039,364.411,10.6151
WASP-85 A b,2,1,13.899,1.24,402.05495,1.265,175.9080328,6.5637842,141.887,10.6241
WASP-104 b,2,1,12.745,1.137,403.00844,1.268,160.6023689,7.4350768,185.932,11.5931
Kepler-428 b,1,1,12.11,1.08,403.63,1.27,290.5817432,40.5773106,686.284,15.2218
WTS-2 b,1,1,15.278,1.363,403.6441,1.27,293.7327826,36.8154936,,15.5965
WASP-64 b,2,1,14.247,1.271,403.945,1.271,101.1149223,-32.8583878,369.926,12.5257
WASP-104 b,2,1,12.745,1.137,404.263,1.272,160.6023689,7.4350768,185.932,11.5931
Qatar-1 b,1,1,12.733,1.136,405.23325,1.275,303.3818697,65.1623313,185.615,12.4764
HAT-P-8 b,3,1,15.693,1.4,406.8224,1.28,343.0414932,35.4471778,211.553,10.1489
KELT-7 b,1,1,17.183,1.533,406.8224,1.28,78.2955912,33.3179532,136.681,8.45173
Kepler-428 b,1,1,12.106,1.08,406.8224,1.28,290.5817432,40.5773106,686.284,15.2218
TrES-2 b,2,1,13.899,1.24,406.8224,1.28,286.8085258,49.3164211,215.32,11.2819
KELT-14 b,1,1,19.537,1.743,408.09372,1.284,108.301409,-42.4097623,250.121,10.8384
WASP-4 b,1,1,15.368,1.371,409.68287,1.289,353.5629149,-42.0617794,267.206,12.3162
HATS-68 b,1,1,13.809,1.232,410.0007,1.29,15.006077,-58.9047242,603.955,12.1631
K2-113 b,1,1,10.424,0.93,410.0007,1.29,19.4493823,6.8688469,635.722,13.5039
OGLE-TR-56 b,1,1,14.572,1.3,410.0007,1.29,269.1479583,-29.5392222,,
Qatar-1 b,1,1,12.801,1.142,410.95419,1.293,303.3818697,65.1623313,185.615,12.4764
Qatar-1 b,1,1,12.812,1.143,411.27202,1.294,303.3818697,65.1623313,185.615,12.4764
DS Tuc A b,2,1,5.63,0.5,413.179,1.3,354.9154673,-69.196043,44.0622,8.31926
OGLE-TR-56 b,1,1,13.451,1.2,413.179,1.3,269.1479583,-29.5392222,,
WASP-174 b,1,1,14.572,1.3,413.179,1.3,195.7940145,-41.3848617,410.149,11.6826
CoRoT-13 b,1,1,9.92,0.885,415.704,1.308,102.7211432,-5.0864557,1148.93,14.9147
HATS-4 b,1,1,11.433,1.02,416.03947,1.309,94.1120914,-22.5468824,416.459,13.2862
KELT-15 b,2,1,19.504,1.74,416.3573,1.31,117.4149764,-52.1204471,324.683,11.0694
KELT-17 b,1,1,17.094,1.525,416.3573,1.31,125.617407,13.7353093,226.5,9.20887
WASP-12 b,3,1,20.4,1.82,416.3573,1.31,97.636645,29.6722662,427.246,11.4999
CoRoT-13 b,1,1,14.034,1.252,416.99296,1.312,102.7211432,-5.0864557,1148.93,14.9147
HAT-P-6 b,1,1,16.589,1.48,419.5356,1.32,354.7740917,42.4659866,275.358,10.3056
OGLE-TR-113 b,1,1,12.218,1.09,419.5356,1.32,163.1010355,-61.4468591,566.459,15.443
WASP-97 b,1,1,12.67,1.13,419.52,1.32,24.6051389,-55.7720006,151.068,10.4238
Qatar-1 b,1,1,13.227,1.18,419.85343,1.321,303.3818697,65.1623313,185.615,12.4764
HATS-4 b,1,1,11.433,1.02,420.471,1.323,94.1120914,-22.5468824,416.459,13.2862
WASP-97 b,1,1,12.666,1.13,420.48909,1.323,24.6051389,-55.7720006,151.068,10.4238
Qatar-1 b,1,1,13.227,1.18,422.7139,1.33,303.3818697,65.1623313,185.615,12.4764
CoRoT-13 b,1,1,9.92,0.885,423.03173,1.331,102.7211432,-5.0864557,1148.93,14.9147
HATS-17 b,1,1,8.709,0.777,425.25654,1.338,192.1895676,-47.6136789,400.331,12.2179
NGTS-6 b,1,1,14.863,1.326,425.57437,1.339,75.795382,-30.3994612,308.262,13.8175
HAT-P-23 b,1,1,12.218,1.09,425.8922,1.34,306.1239076,16.7621462,364.813,12.1741
WASP-91 b,1,1,11.545,1.03,425.8922,1.34,357.846434,-70.1528621,149.942,11.6236
HATS-2 b,1,1,13.092,1.168,427.463,1.345,176.7388264,-22.5630097,341.925,13.3419
HAT-P-50 b,1,1,14.437,1.288,429.0705,1.35,118.0634379,12.1393474,515.458,11.6722
OGLE-TR-113 b,1,1,12.106,1.08,429.0705,1.35,163.1010355,-61.4468591,566.459,15.443
HAT-P-8 b,3,1,16.814,1.5,430.34182,1.354,343.0414932,35.4471778,211.553,10.1489
HAT-P-50 b,1,1,14.437,1.288,431.93097,1.359,118.0634379,12.1393474,515.458,11.6722
Kepler-28 c,1,2,3.4,0.303,432.23,1.36,292.1370409,42.4294835,438.359,15.0257
OGLE-TR-113 b,1,1,12.251,1.093,432.2488,1.36,163.1010355,-61.4468591,566.459,15.443
WASP-97 b,1,1,12.778,1.14,432.2488,1.36,24.6051389,-55.7720006,151.068,10.4238
Kepler-447 b,1,1,18.49,1.65,435.41,1.37,285.2685283,48.5598835,268.041,12.3795
Kepler-59 c,1,2,1.98,0.177,435.41,1.37,287.0394932,46.6401677,1163.22,14.2786
KELT-7 b,1,1,17.934,1.6,441.7837,1.39,78.2955912,33.3179532,136.681,8.45173
Kepler-58 b,1,3,2.78,0.248,441.77,1.39,296.3586251,39.1152033,969.252,14.8663
OGLE-TR-56 b,1,1,15.446,1.378,441.765,1.39,269.1479583,-29.5392222,,
OGLE-TR-56 b,1,1,15.278,1.363,441.77,1.39,269.1479583,-29.5392222,,
WASP-12 b,3,1,20.456,1.825,441.7837,1.39,97.636645,29.6722662,427.246,11.4999
WASP-71 b,1,1,13.227,1.18,441.7837,1.39,29.2634506,0.7588247,362.715,10.5678
K2-22 b,2,1,2.5,0.223,444.962,1.4,169.4827046,2.6190363,243.836,14.9537
WASP-12 b,3,1,19.392,1.73,444.962,1.4,97.636645,29.6722662,427.246,11.4999
HAT-P-57 b,3,1,19.504,1.74,448.1403,1.41,274.743418,10.5971968,279.86,10.4253
OGLE-TR-56 b,1,1,19.436,1.734,448.1403,1.41,269.1479583,-29.5392222,,
WASP-12 b,3,1,20.389,1.819,448.1403,1.41,97.636645,29.6722662,427.246,11.4999
WASP-12 b,3,1,20.1,1.79,448,1.41,97.636645,29.6722662,427.246,11.4999
WASP-178 b,1,1,21.745,1.94,448.1403,1.41,227.270329,-42.7049658,427.678,9.91226
K2-260 b,1,1,17.396,1.552,451.3186,1.42,76.8673317,16.8676948,663.834,12.4667
XO-4 b,1,1,14.011,1.25,451.3186,1.42,110.3880285,58.2681094,272.655,10.5131
WASP-12 b,3,1,20.456,1.825,454.4969,1.43,97.636645,29.6722662,427.246,11.4999
TrES-2 b,2,1,13.025,1.162,457.6752,1.44,286.8085258,49.3164211,215.32,11.2819
TrES-2 b,2,1,13.955,1.245,457.6752,1.44,286.8085258,49.3164211,215.32,11.2819
WASP-95 b,1,1,13.787,1.23,457.6752,1.44,337.4578243,-48.0030988,137.544,9.93697
WASP-72 b,1,1,14.235,1.27,459.58218,1.446,41.0400779,-30.1690785,434.754,10.8378
HATS-67 b,1,1,18.887,1.685,460.8535,1.45,180.2087883,-46.1364201,960.109,13.5596
KOI-1257 b,2,1,10.54,0.94,460.83,1.45,291.2250888,44.9272918,,14.6419
WASP-103 b,1,1,17.127,1.528,462.44265,1.455,249.3148604,7.1833758,375.647,12.1931
WASP-50 b,1,1,12.924,1.153,464.0318,1.46,43.6880738,-10.8980242,184.848,11.5518
WASP-12 b,3,1,21.712,1.937,465.62095,1.465,97.636645,29.6722662,427.246,11.4999
WASP-50 b,1,1,12.924,1.153,466.555,1.468,43.6880738,-10.8980242,184.848,11.5518
WASP-50 b,1,1,13.07,1.166,466.8287,1.4688,43.6880738,-10.8980242,184.848,11.5518
HATS-23 b,1,1,20.849,1.86,467.2101,1.47,286.36675,-50.0673496,639.004,13.752
WASP-103 b,1,1,18.45,1.646,467.2101,1.47,249.3148604,7.1833758,375.647,12.1931
WASP-12 b,3,1,21.297,1.9,467.2101,1.47,97.636645,29.6722662,427.246,11.4999
WASP-93 b,1,1,17.901,1.597,467.2101,1.47,9.4587443,51.288778,370.284,10.978
HAT-P-53 b,1,1,14.773,1.318,469.43491,1.477,21.8711012,38.9681137,666.802,13.5142
KELT-3 b,2,1,15.076,1.345,469.415,1.477,148.6431193,40.3879446,210.252,9.76324
KELT-3 b,2,1,15.076,1.345,469.75274,1.478,148.6431193,40.3879446,210.252,9.76324
HAT-P-53 b,1,1,14.773,1.318,471.65972,1.484,21.8711012,38.9681137,666.802,13.5142
Kepler-55 b,1,5,2.43,0.217,473.55,1.49,285.1683291,44.0264898,578.796,15.7813
TrES-2 b,2,1,15.244,1.36,473.5667,1.49,286.8085258,49.3164211,215.32,11.2819
WASP-103 b,1,1,17.127,1.528,473.5667,1.49,249.3148604,7.1833758,375.647,12.1931
WASP-103 b,1,1,17.127,1.528,473.547,1.49,249.3148604,7.1833758,375.647,12.1931
Kepler-28 b,1,2,3.6,0.321,479.9,1.51,292.1370409,42.4294835,438.359,15.0257
WASP-136 b,1,1,15.468,1.38,479.9233,1.51,0.325761,-8.9262512,275.587,9.81929
Kepler-1647 b,2,1,11.874,1.059,483,1.51968,298.150057,40.6561751,1212.45,13.579
HAT-P-8 b,3,1,16.81,1.5,483.08,1.52,343.0414932,35.4471778,211.553,10.1489
XO-4 b,1,1,14.46,1.29,483.41943,1.521,110.3880285,58.2681094,272.655,10.5131
KELT-2 A b,2,1,14.415,1.286,483.717,1.522,92.6640226,30.9571333,134.058,8.58393
KELT-2 A b,2,1,14.46,1.29,485.32641,1.527,92.6640226,30.9571333,134.058,8.58393
HAT-P-36 b,1,1,12.89,1.15,486.2799,1.53,188.2662048,44.9153672,294.419,12.093
HATS-2 b,1,1,13.092,1.168,486.2799,1.53,176.7388264,-22.5630097,341.925,13.3419
WASP-65 b,1,1,12.464,1.112,489.4582,1.54,133.3242982,8.5230171,273.703,11.7509
WASP-72 b,1,1,14.24,1.27,491.3763,1.5461,41.0400779,-30.1690785,434.754,10.8378
WASP-72 b,1,1,14.235,1.27,491.39696,1.5461,41.0400779,-30.1690785,434.754,10.8378
XO-4 b,1,1,14.426,1.287,491.68301,1.547,110.3880285,58.2681094,272.655,10.5131
WASP-65 b,1,1,12.464,1.112,492.62,1.55,133.3242982,8.5230171,273.703,11.7509
WASP-5 b,1,1,12.778,1.14,494.22565,1.555,359.3490277,-41.2772202,309.137,11.996
WASP-5 b,1,1,13.047,1.164,497.40395,1.565,359.3490277,-41.2772202,309.137,11.996
WASP-5 b,1,1,13.081,1.167,498.336,1.568,359.3490277,-41.2772202,309.137,11.996
WASP-5 b,1,1,12.218,1.09,502.15,1.58,359.3490277,-41.2772202,309.137,11.996
WASP-5 b,1,1,12.184,1.087,502.15,1.58,359.3490277,-41.2772202,309.137,11.996
HATS-40 b,1,1,17.71,1.58,505.3497,1.59,100.5712467,-29.77678,1342.29,13.2842
WASP-5 b,1,1,13.171,1.175,505.3497,1.59,359.3490277,-41.2772202,309.137,11.996
WASP-5 b,1,1,13.171,1.175,506.93885,1.595,359.3490277,-41.2772202,309.137,11.996
K2-237 b,1,1,18.495,1.65,508.528,1.6,253.7688479,-28.7105836,314.995,11.4668
Kepler-24 b,1,4,2.4,0.214,508.5,1.6,290.4132621,38.3437283,1156.81,14.9234
Kepler-24 c,1,4,2.8,0.25,508.5,1.6,290.4132621,38.3437283,1156.81,14.9234
WASP-170 b,1,1,12.285,1.096,508.528,1.6,135.4163028,-20.7203686,305.603,12.4693
Kepler-9 c,1,3,8.65,0.772,509.7,1.604,285.5739904,38.4008192,628.257,13.7809
XO-4 b,1,1,15.02,1.34,512.34196,1.612,110.3880285,58.2681094,272.655,10.5131
WASP-106 b,1,1,11.433,1.02,514.8846,1.62,166.4296276,-5.0794854,352.181,11.3659
WASP-5 b,1,1,13.126,1.171,520.28771,1.637,359.3490277,-41.2772202,309.137,11.996
WASP-50 b,1,1,13.675,1.22,524.4195,1.65,43.6880738,-10.8980242,184.848,11.5518
WASP-178 b,1,1,20.288,1.81,527.5978,1.66,227.270329,-42.7049658,427.678,9.91226
Kepler-30 c,1,3,13.1,1.169,527.7,1.66032,285.2836483,38.9472625,914.221,15.3761
HAT-P-7 b,2,1,16.713,1.491,534.59006,1.682,292.24719,47.9695429,341.079,10.3654
K2-34 b,1,1,15.435,1.377,539.67534,1.698,127.5787231,22.2359194,348.646,11.4357
KELT-2 A b,2,1,15.132,1.35,540.311,1.7,92.6640226,30.9571333,134.058,8.58393
WASP-37 b,1,1,13.002,1.16,546.6676,1.72,221.9438866,1.0650227,392.791,12.542
HAT-P-49 b,1,1,15.838,1.413,549.823,1.73,305.4413294,26.6926759,350.351,10.2071
HATS-1 b,1,1,14.594,1.302,556.2025,1.75,175.5252399,-23.3548451,283.971,11.9363
TOI-150.01,1,1,15.468,1.38,556.2025,1.75,112.965421,-73.6060358,336.267,11.3408
K2-34 b,1,1,15.132,1.35,559.3808,1.76,127.5787231,22.2359194,348.646,11.4357
WASP-3 b,3,1,14.684,1.31,559.3808,1.76,278.6317411,35.6614312,231.161,10.4525
WASP-3 b,3,1,15.524,1.385,559.36,1.76,278.6317411,35.6614312,231.161,10.4525
WASP-3 b,3,1,14.5,1.29,559.357,1.76,278.6317411,35.6614312,231.161,10.4525
WASP-77 A b,2,1,13.563,1.21,559.3808,1.76,37.1555223,-7.0606675,105.166,10.0966
WASP-77 A b,2,1,13.56,1.21,559.36,1.76,37.1555223,-7.0606675,105.166,10.0966
WASP-77 A b,2,1,13.563,1.21,560.33429,1.763,37.1555223,-7.0606675,105.166,10.0966
WASP-114 b,2,1,15.009,1.339,562.24127,1.769,327.6656953,10.4629385,523.337,12.5227
HAT-P-49 b,1,1,15.838,1.413,562.5591,1.77,305.4413294,26.6926759,350.351,10.2071
K2-34 b,1,1,16.141,1.44,563.51259,1.773,127.5787231,22.2359194,348.646,11.4357
K2-31 b,2,1,11.882,1.06,563.83042,1.774,245.4405531,-23.548273,110.527,10.5371
HAT-P-7 b,2,1,15.278,1.363,564.442,1.776,292.24719,47.9695429,341.079,10.3654
HAT-P-7 b,2,1,15.043,1.342,564.442,1.776,292.24719,47.9695429,341.079,10.3654
TrES-5 b,1,1,13.552,1.209,565.078,1.778,305.2219454,59.4489033,360.313,13.4599
WASP-43 b,1,1,10.424,0.93,565.714,1.78,154.9081869,-9.8064431,86.7467,11.907
XO-4 b,1,1,14.91,1.33,565.71,1.78,110.3880285,58.2681094,272.655,10.5131
HAT-P-7 b,2,1,15.906,1.419,566.05523,1.781,292.24719,47.9695429,341.079,10.3654
TrES-5 b,1,1,13.384,1.194,568.9157,1.79,305.2219454,59.4489033,360.313,13.4599
TrES-5 b,1,1,13.552,1.209,568.9157,1.79,305.2219454,59.4489033,360.313,13.4599
HAT-P-7 b,2,1,16.421,1.465,571.77617,1.799,292.24719,47.9695429,341.079,10.3654
WASP-105 b,1,1,10.761,0.96,572.094,1.8,24.1678686,-50.659308,169.272,11.8445
WASP-37 b,1,1,13.002,1.16,572.07,1.8,221.9438866,1.0650227,392.791,12.542
WASP-43 b,1,1,10.42,0.93,572.1,1.8,154.9081869,-9.8064431,86.7467,11.907
WASP-77 A b,2,1,13.5,1.2,572.1,1.8,37.1555223,-7.0606675,105.166,10.0966
TrES-3 b,1,1,14.975,1.336,572.41183,1.801,268.0291106,37.5463268,231.337,12.1995
TrES-5 b,1,1,13.484,1.203,573.36532,1.804,305.2219454,59.4489033,360.313,13.4599
HAT-P-7 b,2,1,16.926,1.51,574.00098,1.806,292.24719,47.9695429,341.079,10.3654
HAT-P-54 b,1,1,10.581,0.944,578.4506,1.82,99.8979924,25.4824005,143.651,13.0172
HAT-P-36 b,1,1,14.168,1.264,582.24,1.832,188.2662048,44.9153672,294.419,12.093
HAT-P-7 b,2,1,16.926,1.51,584.8072,1.84,292.24719,47.9695429,341.079,10.3654
Kepler-117 c,1,2,12.341,1.101,584.78,1.84,288.7930651,48.040176,1455.57,14.2472
HAT-P-36 b,1,1,14.314,1.277,587.41341,1.8482,188.2662048,44.9153672,294.419,12.093
HAT-P-36 b,1,1,14.168,1.264,587.9855,1.85,188.2662048,44.9153672,294.419,12.093
HAT-P-57 b,3,1,15.838,1.413,587.9855,1.85,274.743418,10.5971968,279.86,10.4253
K2-114 b,1,1,10.559,0.942,587.9855,1.85,127.882912,11.922255,475.758,14.2751
HAT-P-36 b,1,1,14.617,1.304,588.62116,1.852,188.2662048,44.9153672,294.419,12.093
HATS-1 b,1,1,14.594,1.302,589.55,1.855,175.5252399,-23.3548451,283.971,11.9363
WASP-163 b,1,1,13.473,1.202,594.3421,1.87,256.5375549,-10.4130071,261.386,12.2511
WASP-73 b,1,1,13.002,1.16,597.20257,1.879,319.9496969,-58.1489328,316.678,10.2607
HATS-42 b,1,1,15.693,1.4,597.5204,1.88,108.4523991,-33.4373462,800.377,13.5627
Qatar-7 b,1,1,19.055,1.7,597.5204,1.88,358.5151344,37.0218242,705.981,12.9275
WASP-73 b,1,1,13.002,1.16,597.5,1.88,319.9496969,-58.1489328,316.678,10.2607
WASP-3 b,3,1,15.872,1.416,600.6987,1.89,278.6317411,35.6614312,231.161,10.4525
TrES-3 b,1,1,14.684,1.31,603.55917,1.899,268.0291106,37.5463268,231.337,12.1995
HAT-P-56 b,1,1,16.432,1.466,603.877,1.9,100.8480137,27.2521823,320.639,10.8245
K2-77 b,1,1,2.3,0.205,603.877,1.9,55.228521,12.572448,141.731,11.9202
WASP-135 b,1,1,14.572,1.3,603.877,1.9,267.2848846,29.8790428,298.214,13.0045
WASP-46 b,1,1,13.159,1.174,603.877,1.9,318.7370122,-55.8718634,375.31,12.8519
WASP-106 b,1,1,12.162,1.085,606.73747,1.909,166.4296276,-5.0794854,352.181,11.3659
TrES-3 b,1,1,14.628,1.305,607.0553,1.91,268.0291106,37.5463268,231.337,12.1995
TrES-3 b,1,1,14.975,1.336,607.03,1.91,268.0291106,37.5463268,231.337,12.1995
TrES-3 b,1,1,14.796,1.32,607.03,1.91,268.0291106,37.5463268,231.337,12.1995
WASP-46 b,1,1,13.159,1.174,607.0553,1.91,318.7370122,-55.8718634,375.31,12.8519
TrES-3 b,1,1,14.516,1.295,610.2336,1.92,268.0291106,37.5463268,231.337,12.1995
HAT-P-36 b,1,1,15.211,1.357,611.82275,1.925,188.2662048,44.9153672,294.419,12.093
WASP-106 b,1,1,12.162,1.085,611.797,1.925,166.4296276,-5.0794854,352.181,11.3659
KOI-3680 b,1,1,11.097,0.99,613.4119,1.93,293.2815266,45.3096572,921.986,14.5027
TrES-3 b,1,1,14.706,1.312,615.95454,1.938,268.0291106,37.5463268,231.337,12.1995
HAT-P-15 b,1,1,11.882,1.06,616.5902,1.94,66.248142,39.460602,192.516,11.7232
