source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val,lum_val
3307782570688378496,67.6561511367137,0.10987889858799978,13.724319458651472,0.06242241145143074,21.347035306722194,0.12508836168396523,5.326475,0.35993767,,,"NOT_AVAILABLE",7410.25,0.7333,12.034685
3312628358950130176,67.66250080745456,0.12282540545049812,15.691773031752879,0.06719022232398335,21.355785938487664,0.13887326607564168,5.4101787,0.32168865,,,"NOT_AVAILABLE",7659.0,,11.28288
3312904233289409152,67.25110102693226,0.0734596473232878,16.34621764672938,0.031010090573675406,21.373687684898734,0.08248858921518958,13.095269,2.6458483,,,"VARIABLE",4019.14,0.858,
3307504222447587584,68.10735463211499,0.043136449600594234,13.113153112997649,0.020010134915414538,21.374164811663565,0.04522434553518168,10.509224,1.6881237,,,"VARIABLE",4182.06,,0.15237126
3313751441358252160,66.5798151960633,0.12204194810513831,17.050478648381574,0.050472579325311906,21.378477379352294,0.1349052852505206,16.36453,3.58527,,,"NOT_AVAILABLE",3444.75,0.143,
3313285110990793472,68.48678695003629,0.051426374597343574,16.868940894524105,0.025476044736116584,21.379360029245664,0.06220111745653245,13.766591,2.7626896,,,"NOT_AVAILABLE",3814.1965,0.313,
3310634974432619648,64.99097817757118,0.627501584203465,14.044679526554427,0.5851263118760414,21.39278863517998,0.7168735997948484,12.722458,2.681096,,,"NOT_AVAILABLE",3709.1667,,
45788547559850496,64.41278197382645,0.06487858581248636,16.947727280873647,0.03442233291979903,21.399070637630835,0.0687052157223726,8.098096,0.9690447,,,"NOT_AVAILABLE",5317.0,0.5225,0.9793159
3314079508140198528,66.07108444189181,0.040680587824492624,18.002788452502564,0.02182586731541984,21.403400079114224,0.0428075449678625,9.645082,1.257699,39.44363317489129,0.18026122086869295,"NOT_AVAILABLE",4773.82,0.1835,0.2633864
47729215646206080,64.4614863319336,0.125346595157097,18.475057785016197,0.0627864715008824,21.40793891632859,0.14122759650276068,12.715638,2.6984615,,,"NOT_AVAILABLE",3812.6726,,
3312748824191278208,67.14421556281931,0.3537294240343259,15.962033262560476,0.2633288343127145,21.418328212006497,0.34573733531643486,3.493082,1.1451032,,,"NOT_AVAILABLE",4987.0,,72.00048
3310919202484088832,67.09796084137697,0.3336785909424046,14.740891127798706,0.1924784229372174,21.419116187981494,0.3512039913587468,5.80953,0.45650816,43.579505399045885,1.7384598571211636,"NOT_AVAILABLE",7155.0,0.837,7.5941734
3314109916508904064,67.2017334200264,0.04535117373532867,17.285345827845028,0.021464687610748705,21.431024534860214,0.04704939896635623,7.685845,0.7737613,39.032410296066985,0.1521251488953069,"NOT_AVAILABLE",5903.5,0.0753,1.3566471
3314294771901304192,68.48158208668585,0.05684949182458217,18.380624889771354,0.027664891868472284,21.45798695854842,0.07227216720777939,14.997765,3.0592709,,,"NOT_AVAILABLE",3675.6667,0.203,
3311148828615843328,65.88520823022283,0.0560079266576767,14.670400927721095,0.028778488572197704,21.465177264931558,0.0628803606173286,8.877489,1.0237007,39.31727655729007,0.2609604600760948,"NOT_AVAILABLE",5200.0,0.074,0.48314643
3313173957234728576,69.38414925880019,0.12380249969080255,16.758792608016854,0.07722676935021112,21.531745433726634,0.1015757726315668,14.559554,2.933669,,,"NOT_AVAILABLE",3683.0,,
